SurveyTrailmakingResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,NumberOfErrors,StartDate,EndDate,Taps
cf69177f-d052-ed11-aac1-0afb9334277d,b269177f-d052-ed11-aac1-0afb9334277d,9369177f-d052-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,0,2022-10-23T08:44:51-04:00,2022-10-23T08:45:01-04:00,"[{""TapTimestamp"":2.1422730684280396,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":2.674651026725769,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":3.1744210720062256,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":3.6238720417022705,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":4.5408229827880859,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":4.8565529584884644,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":5.3067699670791626,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":6.3895540237426758,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":6.9059540033340454,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":7.2057390213012695,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":7.6722880601882935,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":8.12197196483612,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":8.4217040538787842,""TapIndex"":12,""TapIncorrect"":false}]"
2878fe96-d052-ed11-aac1-0afb9334277d,8077fe96-d052-ed11-aac1-0afb9334277d,e176fe96-d052-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,1,2022-10-23T08:45:25-04:00,2022-10-23T08:45:35-04:00,"[{""TapTimestamp"":1.1747510433197022,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":1.6913950443267822,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":2.0579819679260254,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":2.5077099800109863,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":3.074099063873291,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":3.49071204662323,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":3.8073840141296387,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":4.2236670255661011,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":5.2897629737854,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":5.5394320487976074,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":6.4057780504226685,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":7.1219860315322876,""TapIndex"":12,""TapIncorrect"":true},{""TapTimestamp"":7.8549820184707642,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":8.2381210327148438,""TapIndex"":12,""TapIncorrect"":false}]"
df7e260c-d452-ed11-aac1-0afb9334277d,a07e260c-d452-ed11-aac1-0afb9334277d,7a7e260c-d452-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,0,2022-10-23T09:10:16-04:00,2022-10-23T09:10:27-04:00,"[{""TapTimestamp"":1.5422670841217041,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":2.5567929744720459,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":3.9051700830459595,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":4.5378760099411011,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":4.9706109762191772,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":5.5364990234375,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":5.95251202583313,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":7.0672919750213623,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":7.43383002281189,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":8.16607403755188,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":8.6155509948730469,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":9.064797043800354,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":9.4476020336151123,""TapIndex"":12,""TapIncorrect"":false}]"
7cc30f1e-d452-ed11-aac1-0afb9334277d,3ec30f1e-d452-ed11-aac1-0afb9334277d,21c30f1e-d452-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,0,2022-10-23T09:10:47-04:00,2022-10-23T09:10:57-04:00,"[{""TapTimestamp"":1.1076879501342773,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":1.6064069271087647,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":2.072458028793335,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":2.48848295211792,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":3.0210800170898438,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":3.4204919338226318,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":3.9030539989471436,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":4.4190349578857422,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":4.851701021194458,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":5.9838089942932129,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":6.3831949234008789,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":7.5480179786682129,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":8.3802839517593384,""TapIndex"":12,""TapIncorrect"":false}]"
cc540131-d552-ed11-aac1-0afb9334277d,5d540131-d552-ed11-aac1-0afb9334277d,d4530131-d552-ed11-aac1-0afb9334277d,c2097f36-4ca3-4537-856d-a649d1557553,0,2022-10-23T09:18:29-04:00,2022-10-23T09:18:40-04:00,"[{""TapTimestamp"":1.9334369897842407,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":2.2731059789657593,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":2.7077879905700684,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":4.9319130182266235,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":5.5068579912185669,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":5.8729790449142456,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":6.21470308303833,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":6.731781005859375,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":7.1729240417480469,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":7.5317500829696655,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":7.8973129987716675,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":8.1653000116348267,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":8.97202205657959,""TapIndex"":12,""TapIncorrect"":false}]"
e41deb42-d552-ed11-aac1-0afb9334277d,a91deb42-d552-ed11-aac1-0afb9334277d,8e1deb42-d552-ed11-aac1-0afb9334277d,c2097f36-4ca3-4537-856d-a649d1557553,0,2022-10-23T09:18:57-04:00,2022-10-23T09:19:04-04:00,"[{""TapTimestamp"":1.1421099901199341,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":1.5241119861602783,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":2.0149650573730469,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":2.4316190481185913,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":2.8730219602584839,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":3.1650110483169556,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":3.4321349859237671,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":3.64889395236969,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":3.8731780052185059,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":4.2586100101470947,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":4.748183012008667,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":4.9897480010986328,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":5.2485760450363159,""TapIndex"":12,""TapIncorrect"":false}]"
22ba5004-d852-ed11-aac1-0afb9334277d,e8b95004-d852-ed11-aac1-0afb9334277d,526f58fe-d752-ed11-aac1-0afb9334277d,412330b3-cc02-4030-96cd-f4cfdcc45fa6,0,2022-10-23T09:38:30-04:00,2022-10-23T09:38:44-04:00,"[{""TapTimestamp"":2.1155511140823364,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":2.6828351020812988,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":3.4347580671310425,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":3.952720046043396,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":5.659074068069458,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":6.074937105178833,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":6.8599580526351929,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":7.4787890911102295,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":9.8839740753173828,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":10.552449107170105,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":11.254121065139771,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":11.939154028892517,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":12.423692107200623,""TapIndex"":12,""TapIncorrect"":false}]"
90b23222-d852-ed11-aac1-0afb9334277d,55b23222-d852-ed11-aac1-0afb9334277d,23b23222-d852-ed11-aac1-0afb9334277d,412330b3-cc02-4030-96cd-f4cfdcc45fa6,0,2022-10-23T09:39:21-04:00,2022-10-23T09:39:35-04:00,"[{""TapTimestamp"":2.6668829917907715,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":3.3181619644165039,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":4.9051820039749146,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":6.1081240177154541,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":7.4447020292282104,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":8.26323401927948,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":8.89820396900177,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":9.5329569578170776,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":10.117576956748962,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":10.76891303062439,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":11.253867983818054,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":11.771759986877441,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":12.072793006896973,""TapIndex"":12,""TapIncorrect"":false}]"
d95a6704-dd52-ed11-aac1-0afb9334277d,875a6704-dd52-ed11-aac1-0afb9334277d,565a6704-dd52-ed11-aac1-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,0,2022-10-23T10:14:24-04:00,2022-10-23T10:14:37-04:00,"[{""TapTimestamp"":1.1626749038696289,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":1.8597069978713989,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":3.2196729183197021,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":4.3107249736785889,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":5.2266229391098022,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":5.5944169759750366,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":6.5445559024810791,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":8.0856999158859253,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":8.5783109664917,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":8.9681229591369629,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":10.110360980033875,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":10.900918006896973,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":11.242818951606751,""TapIndex"":12,""TapIncorrect"":false}]"
00ef4c1c-dd52-ed11-aac1-0afb9334277d,ddee4c1c-dd52-ed11-aac1-0afb9334277d,acee4c1c-dd52-ed11-aac1-0afb9334277d,bf670311-c590-473a-98ab-d719ebf0f2ab,1,2022-10-23T10:15:08-04:00,2022-10-23T10:15:19-04:00,"[{""TapTimestamp"":2.5528149604797363,""TapIndex"":0,""TapIncorrect"":false},{""TapTimestamp"":2.9674400091171265,""TapIndex"":1,""TapIncorrect"":false},{""TapTimestamp"":3.3937489986419678,""TapIndex"":2,""TapIncorrect"":false},{""TapTimestamp"":3.7268400192260742,""TapIndex"":3,""TapIncorrect"":false},{""TapTimestamp"":4.2186230421066284,""TapIndex"":4,""TapIncorrect"":false},{""TapTimestamp"":4.6770980358123779,""TapIndex"":5,""TapIncorrect"":false},{""TapTimestamp"":6.1606230735778809,""TapIndex"":6,""TapIncorrect"":false},{""TapTimestamp"":6.6678290367126465,""TapIndex"":7,""TapIncorrect"":false},{""TapTimestamp"":7.0845450162887573,""TapIndex"":8,""TapIncorrect"":false},{""TapTimestamp"":7.4914289712905884,""TapIndex"":9,""TapIncorrect"":false},{""TapTimestamp"":7.9086790084838867,""TapIndex"":10,""TapIncorrect"":false},{""TapTimestamp"":8.3242679834365845,""TapIndex"":12,""TapIncorrect"":true},{""TapTimestamp"":9.02296507358551,""TapIndex"":11,""TapIncorrect"":false},{""TapTimestamp"":9.3317489624023438,""TapIndex"":12,""TapIncorrect"":false}]"
